Date,High,Low,Open,Close,Volume,Adj Close
2022-02-25,193.88999938964844,189.61500549316406,191.08999633789062,193.67999267578125,889967,193.67999267578125
2022-02-25,193.89999389648438,189.6199951171875,191.08999633789062,193.67999267578125,890000,193.67999267578125
