Date,High,Low,Open,Close,Volume,Adj Close
2022-02-25,651.8250122070312,606.2899780273438,606.2899780273438,641.2899780273438,636299,641.2899780273438
2022-02-25,651.8300170898438,605.25,606.2899780273438,641.2899780273438,636300,641.2899780273438
