Date,High,Low,Open,Close,Volume,Adj Close
2022-02-25,718.5900268554688,691.8599853515625,700,715.739990234375,547006,715.739990234375
2022-02-25,718.5900268554688,691.8599853515625,700,715.739990234375,565800,715.739990234375
