Date,High,Low,Open,Close,Volume,Adj Close
2022-02-25,140.91000366210938,135.47999572753906,136.5399932861328,140.69000244140625,2028692,140.69000244140625
2022-02-25,140.91000366210938,135.47999572753906,136.5399932861328,140.69000244140625,2105300,140.69000244140625
